# Region type : patch farfield
# Faces         : 1280
# Area          : 4.29356266e-01
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)	areaAverage(T)	areaAverage(U)
2397            	3.85437433e+04	2.88169818e+02	(2.49507178e+02 -7.54079368e-16 1.16601661e+01)
2398            	3.85437854e+04	2.88169775e+02	(2.49507449e+02 -7.54079621e-16 1.16601781e+01)
2399            	3.85438255e+04	2.88169731e+02	(2.49507707e+02 -7.54079916e-16 1.16601882e+01)
2400            	3.85438637e+04	2.88169687e+02	(2.49507950e+02 -7.54080089e-16 1.16601964e+01)
2401            	3.85438999e+04	2.88169642e+02	(2.49508178e+02 -7.54080414e-16 1.16602025e+01)
2402            	3.85439340e+04	2.88169596e+02	(2.49508394e+02 -7.54080552e-16 1.16602066e+01)
2403            	3.85439658e+04	2.88169551e+02	(2.49508595e+02 -7.54080765e-16 1.16602089e+01)
2404            	3.85439956e+04	2.88169505e+02	(2.49508780e+02 -7.54080907e-16 1.16602090e+01)
2405            	3.85440230e+04	2.88169459e+02	(2.49508951e+02 -7.54081055e-16 1.16602068e+01)
2406            	3.85440483e+04	2.88169413e+02	(2.49509105e+02 -7.54081086e-16 1.16602022e+01)
2407            	3.85440714e+04	2.88169368e+02	(2.49509254e+02 -7.54081029e-16 1.16601953e+01)
2408            	3.85440922e+04	2.88169321e+02	(2.49509387e+02 -7.54080979e-16 1.16601847e+01)
2409            	3.85441106e+04	2.88169277e+02	(2.49509498e+02 -7.54081097e-16 1.16601724e+01)
2410            	3.85441267e+04	2.88169234e+02	(2.49509600e+02 -7.54080997e-16 1.16601587e+01)
2411            	3.85441401e+04	2.88169189e+02	(2.49509686e+02 -7.54081047e-16 1.16601415e+01)
2412            	3.85441511e+04	2.88169147e+02	(2.49509751e+02 -7.54080919e-16 1.16601228e+01)
2413            	3.85441597e+04	2.88169105e+02	(2.49509804e+02 -7.54080858e-16 1.16601033e+01)
2414            	3.85441655e+04	2.88169062e+02	(2.49509841e+02 -7.54080637e-16 1.16600810e+01)
2415            	3.85441689e+04	2.88169021e+02	(2.49509857e+02 -7.54080560e-16 1.16600578e+01)
2416            	3.85441700e+04	2.88168981e+02	(2.49509860e+02 -7.54080161e-16 1.16600347e+01)
2417            	3.85441685e+04	2.88168938e+02	(2.49509847e+02 -7.54079933e-16 1.16600091e+01)
2418            	3.85441646e+04	2.88168899e+02	(2.49509814e+02 -7.54079629e-16 1.16599830e+01)
2419            	3.85441581e+04	2.88168861e+02	(2.49509766e+02 -7.54079395e-16 1.16599573e+01)
2420            	3.85441492e+04	2.88168823e+02	(2.49509702e+02 -7.54078970e-16 1.16599313e+01)
2421            	3.85441376e+04	2.88168786e+02	(2.49509622e+02 -7.54078644e-16 1.16599046e+01)
2422            	3.85441237e+04	2.88168750e+02	(2.49509527e+02 -7.54078192e-16 1.16598772e+01)
2423            	3.85441077e+04	2.88168716e+02	(2.49509416e+02 -7.54077868e-16 1.16598492e+01)
2424            	3.85440897e+04	2.88168680e+02	(2.49509290e+02 -7.54077320e-16 1.16598200e+01)
2425            	3.85440695e+04	2.88168648e+02	(2.49509151e+02 -7.54077034e-16 1.16597905e+01)
2426            	3.85440476e+04	2.88168618e+02	(2.49508996e+02 -7.54076603e-16 1.16597616e+01)
2427            	3.85440235e+04	2.88168586e+02	(2.49508827e+02 -7.54076229e-16 1.16597325e+01)
2428            	3.85439983e+04	2.88168558e+02	(2.49508647e+02 -7.54075776e-16 1.16597029e+01)
2429            	3.85439713e+04	2.88168532e+02	(2.49508457e+02 -7.54075493e-16 1.16596736e+01)
2430            	3.85439428e+04	2.88168506e+02	(2.49508255e+02 -7.54075018e-16 1.16596443e+01)
2431            	3.85439126e+04	2.88168478e+02	(2.49508043e+02 -7.54074669e-16 1.16596147e+01)
2432            	3.85438811e+04	2.88168457e+02	(2.49507821e+02 -7.54074204e-16 1.16595845e+01)
2433            	3.85438483e+04	2.88168438e+02	(2.49507589e+02 -7.54073945e-16 1.16595541e+01)
2434            	3.85438142e+04	2.88168420e+02	(2.49507352e+02 -7.54073415e-16 1.16595244e+01)
2435            	3.85437786e+04	2.88168405e+02	(2.49507105e+02 -7.54073072e-16 1.16594953e+01)
2436            	3.85437417e+04	2.88168392e+02	(2.49506850e+02 -7.54072566e-16 1.16594668e+01)
2437            	3.85437035e+04	2.88168381e+02	(2.49506585e+02 -7.54072292e-16 1.16594390e+01)
2438            	3.85436640e+04	2.88168371e+02	(2.49506317e+02 -7.54071787e-16 1.16594122e+01)
2439            	3.85436231e+04	2.88168364e+02	(2.49506041e+02 -7.54071472e-16 1.16593862e+01)
2440            	3.85435811e+04	2.88168358e+02	(2.49505758e+02 -7.54071007e-16 1.16593610e+01)
2441            	3.85435378e+04	2.88168353e+02	(2.49505469e+02 -7.54070716e-16 1.16593368e+01)
2442            	3.85434937e+04	2.88168349e+02	(2.49505171e+02 -7.54070323e-16 1.16593136e+01)
2443            	3.85434487e+04	2.88168348e+02	(2.49504872e+02 -7.54070022e-16 1.16592918e+01)
2444            	3.85434027e+04	2.88168347e+02	(2.49504566e+02 -7.54069605e-16 1.16592715e+01)
2445            	3.85433560e+04	2.88168348e+02	(2.49504256e+02 -7.54069365e-16 1.16592525e+01)
2446            	3.85433086e+04	2.88168350e+02	(2.49503940e+02 -7.54068934e-16 1.16592351e+01)
2447            	3.85432606e+04	2.88168353e+02	(2.49503621e+02 -7.54068711e-16 1.16592191e+01)
2448            	3.85432121e+04	2.88168357e+02	(2.49503298e+02 -7.54068269e-16 1.16592046e+01)
2449            	3.85431631e+04	2.88168363e+02	(2.49502972e+02 -7.54068024e-16 1.16591917e+01)
2450            	3.85431139e+04	2.88168370e+02	(2.49502643e+02 -7.54067599e-16 1.16591803e+01)
2451            	3.85430647e+04	2.88168379e+02	(2.49502311e+02 -7.54067444e-16 1.16591703e+01)
2452            	3.85430151e+04	2.88168389e+02	(2.49501984e+02 -7.54067038e-16 1.16591622e+01)
2453            	3.85429657e+04	2.88168402e+02	(2.49501651e+02 -7.54066930e-16 1.16591554e+01)
2454            	3.85429164e+04	2.88168416e+02	(2.49501322e+02 -7.54066563e-16 1.16591501e+01)
2455            	3.85428672e+04	2.88168432e+02	(2.49500995e+02 -7.54066391e-16 1.16591463e+01)
2456            	3.85428182e+04	2.88168450e+02	(2.49500669e+02 -7.54065993e-16 1.16591440e+01)
2457            	3.85427695e+04	2.88168471e+02	(2.49500346e+02 -7.54065726e-16 1.16591432e+01)
2458            	3.85427210e+04	2.88168493e+02	(2.49500029e+02 -7.54065286e-16 1.16591441e+01)
2459            	3.85426730e+04	2.88168518e+02	(2.49499710e+02 -7.54065097e-16 1.16591463e+01)
2460            	3.85426254e+04	2.88168545e+02	(2.49499400e+02 -7.54064622e-16 1.16591503e+01)
2461            	3.85425783e+04	2.88168573e+02	(2.49499092e+02 -7.54064425e-16 1.16591560e+01)
2462            	3.85425320e+04	2.88168604e+02	(2.49498789e+02 -7.54064058e-16 1.16591635e+01)
2463            	3.85424863e+04	2.88168635e+02	(2.49498492e+02 -7.54063918e-16 1.16591729e+01)
2464            	3.85424415e+04	2.88168668e+02	(2.49498201e+02 -7.54063641e-16 1.16591842e+01)
2465            	3.85423976e+04	2.88168702e+02	(2.49497916e+02 -7.54063519e-16 1.16591975e+01)
2466            	3.85423547e+04	2.88168738e+02	(2.49497638e+02 -7.54063234e-16 1.16592129e+01)
2467            	3.85423127e+04	2.88168774e+02	(2.49497370e+02 -7.54063092e-16 1.16592305e+01)
2468            	3.85422719e+04	2.88168811e+02	(2.49497107e+02 -7.54062908e-16 1.16592501e+01)
2469            	3.85422323e+04	2.88168848e+02	(2.49496852e+02 -7.54062904e-16 1.16592715e+01)
2470            	3.85421940e+04	2.88168886e+02	(2.49496605e+02 -7.54062767e-16 1.16592947e+01)
2471            	3.85421571e+04	2.88168925e+02	(2.49496367e+02 -7.54062795e-16 1.16593196e+01)
2472            	3.85421216e+04	2.88168964e+02	(2.49496139e+02 -7.54062655e-16 1.16593461e+01)
2473            	3.85420873e+04	2.88169004e+02	(2.49495922e+02 -7.54062640e-16 1.16593744e+01)
2474            	3.85420546e+04	2.88169044e+02	(2.49495714e+02 -7.54062535e-16 1.16594042e+01)
2475            	3.85420235e+04	2.88169084e+02	(2.49495516e+02 -7.54062608e-16 1.16594353e+01)
2476            	3.85419940e+04	2.88169125e+02	(2.49495330e+02 -7.54062546e-16 1.16594677e+01)
2477            	3.85419662e+04	2.88169167e+02	(2.49495155e+02 -7.54062628e-16 1.16595013e+01)
2478            	3.85419400e+04	2.88169209e+02	(2.49494993e+02 -7.54062566e-16 1.16595361e+01)
2479            	3.85419156e+04	2.88169251e+02	(2.49494842e+02 -7.54062755e-16 1.16595722e+01)
2480            	3.85418932e+04	2.88169293e+02	(2.49494703e+02 -7.54062760e-16 1.16596092e+01)
2481            	3.85418725e+04	2.88169335e+02	(2.49494579e+02 -7.54062890e-16 1.16596473e+01)
2482            	3.85418538e+04	2.88169377e+02	(2.49494466e+02 -7.54062893e-16 1.16596864e+01)
2483            	3.85418370e+04	2.88169418e+02	(2.49494367e+02 -7.54063055e-16 1.16597263e+01)
2484            	3.85418223e+04	2.88169459e+02	(2.49494281e+02 -7.54063052e-16 1.16597671e+01)
2485            	3.85418095e+04	2.88169499e+02	(2.49494208e+02 -7.54063150e-16 1.16598088e+01)
2486            	3.85417987e+04	2.88169539e+02	(2.49494148e+02 -7.54063091e-16 1.16598511e+01)
2487            	3.85417900e+04	2.88169577e+02	(2.49494100e+02 -7.54063186e-16 1.16598942e+01)
2488            	3.85417833e+04	2.88169615e+02	(2.49494066e+02 -7.54063088e-16 1.16599376e+01)
2489            	3.85417786e+04	2.88169651e+02	(2.49494045e+02 -7.54063239e-16 1.16599815e+01)
2490            	3.85417760e+04	2.88169687e+02	(2.49494037e+02 -7.54063312e-16 1.16600258e+01)
2491            	3.85417753e+04	2.88169722e+02	(2.49494042e+02 -7.54063483e-16 1.16600707e+01)
2492            	3.85417766e+04	2.88169756e+02	(2.49494060e+02 -7.54063570e-16 1.16601159e+01)
2493            	3.85417798e+04	2.88169789e+02	(2.49494091e+02 -7.54063844e-16 1.16601614e+01)
2494            	3.85417849e+04	2.88169821e+02	(2.49494134e+02 -7.54063974e-16 1.16602071e+01)
2495            	3.85417918e+04	2.88169853e+02	(2.49494189e+02 -7.54064260e-16 1.16602530e+01)
2496            	3.85418005e+04	2.88169883e+02	(2.49494256e+02 -7.54064399e-16 1.16602989e+01)
2497            	3.85418110e+04	2.88169912e+02	(2.49494336e+02 -7.54064695e-16 1.16603449e+01)
2498            	3.85418233e+04	2.88169940e+02	(2.49494427e+02 -7.54064835e-16 1.16603909e+01)
2499            	3.85418373e+04	2.88169966e+02	(2.49494529e+02 -7.54065131e-16 1.16604368e+01)
2500            	3.85418530e+04	2.88169992e+02	(2.49494643e+02 -7.54065286e-16 1.16604826e+01)
2501            	3.85418704e+04	2.88170016e+02	(2.49494768e+02 -7.54065586e-16 1.16605283e+01)
2502            	3.85418894e+04	2.88170040e+02	(2.49494903e+02 -7.54065747e-16 1.16605739e+01)
2503            	3.85419100e+04	2.88170062e+02	(2.49495049e+02 -7.54066053e-16 1.16606195e+01)
2504            	3.85419321e+04	2.88170083e+02	(2.49495206e+02 -7.54066218e-16 1.16606650e+01)
2505            	3.85419555e+04	2.88170102e+02	(2.49495374e+02 -7.54066419e-16 1.16607105e+01)
2506            	3.85419803e+04	2.88170121e+02	(2.49495549e+02 -7.54066634e-16 1.16607558e+01)
2507            	3.85420065e+04	2.88170137e+02	(2.49495734e+02 -7.54066976e-16 1.16608010e+01)
2508            	3.85420342e+04	2.88170153e+02	(2.49495927e+02 -7.54067173e-16 1.16608460e+01)
2509            	3.85420631e+04	2.88170168e+02	(2.49496130e+02 -7.54067514e-16 1.16608909e+01)
2510            	3.85420934e+04	2.88170181e+02	(2.49496340e+02 -7.54067715e-16 1.16609354e+01)
2511            	3.85421245e+04	2.88170192e+02	(2.49496560e+02 -7.54067930e-16 1.16609796e+01)
2512            	3.85421568e+04	2.88170202e+02	(2.49496784e+02 -7.54068181e-16 1.16610232e+01)
2513            	3.85421903e+04	2.88170211e+02	(2.49497015e+02 -7.54068541e-16 1.16610663e+01)
2514            	3.85422248e+04	2.88170218e+02	(2.49497252e+02 -7.54068774e-16 1.16611089e+01)
2515            	3.85422603e+04	2.88170224e+02	(2.49497496e+02 -7.54069136e-16 1.16611510e+01)
2516            	3.85422968e+04	2.88170228e+02	(2.49497746e+02 -7.54069393e-16 1.16611925e+01)
2517            	3.85423338e+04	2.88170231e+02	(2.49498004e+02 -7.54069636e-16 1.16612335e+01)
2518            	3.85423716e+04	2.88170232e+02	(2.49498262e+02 -7.54069903e-16 1.16612736e+01)
2519            	3.85424102e+04	2.88170232e+02	(2.49498526e+02 -7.54070279e-16 1.16613129e+01)
2520            	3.85424494e+04	2.88170230e+02	(2.49498795e+02 -7.54070543e-16 1.16613514e+01)
2521            	3.85424893e+04	2.88170226e+02	(2.49499066e+02 -7.54070917e-16 1.16613890e+01)
2522            	3.85425297e+04	2.88170222e+02	(2.49499340e+02 -7.54071189e-16 1.16614256e+01)
2523            	3.85425706e+04	2.88170215e+02	(2.49499617e+02 -7.54071578e-16 1.16614613e+01)
2524            	3.85426116e+04	2.88170207e+02	(2.49499898e+02 -7.54071755e-16 1.16614960e+01)
2525            	3.85426532e+04	2.88170198e+02	(2.49500174e+02 -7.54072260e-16 1.16615294e+01)
2526            	3.85426948e+04	2.88170186e+02	(2.49500458e+02 -7.54072397e-16 1.16615618e+01)
2527            	3.85427366e+04	2.88170174e+02	(2.49500739e+02 -7.54072813e-16 1.16615930e+01)
2528            	3.85427785e+04	2.88170161e+02	(2.49501019e+02 -7.54073080e-16 1.16616229e+01)
2529            	3.85428205e+04	2.88170145e+02	(2.49501300e+02 -7.54073437e-16 1.16616518e+01)
2530            	3.85428624e+04	2.88170129e+02	(2.49501580e+02 -7.54073695e-16 1.16616794e+01)
2531            	3.85429043e+04	2.88170111e+02	(2.49501859e+02 -7.54074073e-16 1.16617059e+01)
2532            	3.85429460e+04	2.88170092e+02	(2.49502136e+02 -7.54074341e-16 1.16617312e+01)
2533            	3.85429875e+04	2.88170072e+02	(2.49502411e+02 -7.54074723e-16 1.16617554e+01)
2534            	3.85430288e+04	2.88170050e+02	(2.49502683e+02 -7.54074943e-16 1.16617784e+01)
2535            	3.85430696e+04	2.88170027e+02	(2.49502951e+02 -7.54075242e-16 1.16618001e+01)
2536            	3.85431101e+04	2.88170003e+02	(2.49503216e+02 -7.54075445e-16 1.16618207e+01)
2537            	3.85431502e+04	2.88169978e+02	(2.49503475e+02 -7.54075827e-16 1.16618398e+01)
2538            	3.85431896e+04	2.88169952e+02	(2.49503735e+02 -7.54075944e-16 1.16618578e+01)
2539            	3.85432286e+04	2.88169925e+02	(2.49503984e+02 -7.54076246e-16 1.16618744e+01)
2540            	3.85432669e+04	2.88169896e+02	(2.49504232e+02 -7.54076345e-16 1.16618897e+01)
2541            	3.85433044e+04	2.88169867e+02	(2.49504473e+02 -7.54076559e-16 1.16619037e+01)
2542            	3.85433411e+04	2.88169838e+02	(2.49504709e+02 -7.54076683e-16 1.16619164e+01)
2543            	3.85433769e+04	2.88169807e+02	(2.49504938e+02 -7.54076885e-16 1.16619278e+01)
2544            	3.85434118e+04	2.88169776e+02	(2.49505161e+02 -7.54076982e-16 1.16619379e+01)
2545            	3.85434458e+04	2.88169744e+02	(2.49505374e+02 -7.54077247e-16 1.16619466e+01)
2546            	3.85434788e+04	2.88169712e+02	(2.49505583e+02 -7.54077368e-16 1.16619538e+01)
2547            	3.85435107e+04	2.88169679e+02	(2.49505784e+02 -7.54077644e-16 1.16619599e+01)
2548            	3.85435413e+04	2.88169646e+02	(2.49505977e+02 -7.54077801e-16 1.16619649e+01)
2549            	3.85435708e+04	2.88169612e+02	(2.49506160e+02 -7.54078068e-16 1.16619686e+01)
2550            	3.85435991e+04	2.88169578e+02	(2.49506337e+02 -7.54078163e-16 1.16619712e+01)
2551            	3.85436260e+04	2.88169544e+02	(2.49506504e+02 -7.54078383e-16 1.16619729e+01)
2552            	3.85436515e+04	2.88169509e+02	(2.49506663e+02 -7.54078471e-16 1.16619737e+01)
2553            	3.85436756e+04	2.88169474e+02	(2.49506810e+02 -7.54078666e-16 1.16619735e+01)
2554            	3.85436982e+04	2.88169439e+02	(2.49506950e+02 -7.54078699e-16 1.16619724e+01)
2555            	3.85437193e+04	2.88169405e+02	(2.49507080e+02 -7.54078822e-16 1.16619707e+01)
2556            	3.85437388e+04	2.88169370e+02	(2.49507200e+02 -7.54078834e-16 1.16619682e+01)
2557            	3.85437569e+04	2.88169335e+02	(2.49507309e+02 -7.54078933e-16 1.16619654e+01)
2558            	3.85437734e+04	2.88169301e+02	(2.49507407e+02 -7.54078896e-16 1.16619618e+01)
2559            	3.85437883e+04	2.88169267e+02	(2.49507495e+02 -7.54078936e-16 1.16619575e+01)
2560            	3.85438017e+04	2.88169232e+02	(2.49507572e+02 -7.54078877e-16 1.16619523e+01)
2561            	3.85438135e+04	2.88169198e+02	(2.49507639e+02 -7.54078884e-16 1.16619466e+01)
2562            	3.85438237e+04	2.88169165e+02	(2.49507695e+02 -7.54078811e-16 1.16619403e+01)
2563            	3.85438323e+04	2.88169131e+02	(2.49507740e+02 -7.54078815e-16 1.16619336e+01)
2564            	3.85438391e+04	2.88169098e+02	(2.49507774e+02 -7.54078632e-16 1.16619264e+01)
2565            	3.85438447e+04	2.88169065e+02	(2.49507796e+02 -7.54078735e-16 1.16619185e+01)
2566            	3.85438484e+04	2.88169033e+02	(2.49507809e+02 -7.54078489e-16 1.16619103e+01)
2567            	3.85438507e+04	2.88169002e+02	(2.49507810e+02 -7.54078544e-16 1.16619016e+01)
2568            	3.85438515e+04	2.88168971e+02	(2.49507801e+02 -7.54078393e-16 1.16618925e+01)
2569            	3.85438508e+04	2.88168941e+02	(2.49507781e+02 -7.54078326e-16 1.16618831e+01)
2570            	3.85438487e+04	2.88168912e+02	(2.49507752e+02 -7.54078174e-16 1.16618734e+01)
2571            	3.85438452e+04	2.88168883e+02	(2.49507712e+02 -7.54078082e-16 1.16618633e+01)
2572            	3.85438402e+04	2.88168855e+02	(2.49507663e+02 -7.54077857e-16 1.16618527e+01)
2573            	3.85438338e+04	2.88168828e+02	(2.49507604e+02 -7.54077754e-16 1.16618418e+01)
2574            	3.85438259e+04	2.88168801e+02	(2.49507535e+02 -7.54077523e-16 1.16618307e+01)
2575            	3.85438166e+04	2.88168776e+02	(2.49507457e+02 -7.54077414e-16 1.16618192e+01)
2576            	3.85438059e+04	2.88168752e+02	(2.49507371e+02 -7.54077167e-16 1.16618076e+01)
2577            	3.85437940e+04	2.88168729e+02	(2.49507274e+02 -7.54077129e-16 1.16617957e+01)
2578            	3.85437806e+04	2.88168706e+02	(2.49507172e+02 -7.54076731e-16 1.16617839e+01)
2579            	3.85437660e+04	2.88168685e+02	(2.49507056e+02 -7.54076683e-16 1.16617717e+01)
2580            	3.85437499e+04	2.88168665e+02	(2.49506935e+02 -7.54076358e-16 1.16617595e+01)
2581            	3.85437325e+04	2.88168646e+02	(2.49506806e+02 -7.54076191e-16 1.16617472e+01)
2582            	3.85437138e+04	2.88168629e+02	(2.49506668e+02 -7.54075883e-16 1.16617350e+01)
2583            	3.85436938e+04	2.88168612e+02	(2.49506522e+02 -7.54075704e-16 1.16617228e+01)
2584            	3.85436726e+04	2.88168597e+02	(2.49506368e+02 -7.54075392e-16 1.16617107e+01)
2585            	3.85436502e+04	2.88168582e+02	(2.49506207e+02 -7.54075214e-16 1.16616986e+01)
2586            	3.85436267e+04	2.88168569e+02	(2.49506038e+02 -7.54074906e-16 1.16616865e+01)
2587            	3.85436021e+04	2.88168557e+02	(2.49505863e+02 -7.54074736e-16 1.16616746e+01)
2588            	3.85435766e+04	2.88168547e+02	(2.49505679e+02 -7.54074531e-16 1.16616625e+01)
2589            	3.85435502e+04	2.88168538e+02	(2.49505492e+02 -7.54074339e-16 1.16616506e+01)
2590            	3.85435227e+04	2.88168530e+02	(2.49505299e+02 -7.54074023e-16 1.16616389e+01)
2591            	3.85434943e+04	2.88168523e+02	(2.49505099e+02 -7.54073861e-16 1.16616274e+01)
2592            	3.85434651e+04	2.88168518e+02	(2.49504894e+02 -7.54073536e-16 1.16616160e+01)
2593            	3.85434353e+04	2.88168514e+02	(2.49504681e+02 -7.54073461e-16 1.16616045e+01)
2594            	3.85434047e+04	2.88168512e+02	(2.49504467e+02 -7.54073111e-16 1.16615933e+01)
2595            	3.85433733e+04	2.88168511e+02	(2.49504249e+02 -7.54072925e-16 1.16615823e+01)
2596            	3.85433413e+04	2.88168512e+02	(2.49504027e+02 -7.54072611e-16 1.16615717e+01)
2597            	3.85433087e+04	2.88168514e+02	(2.49503801e+02 -7.54072462e-16 1.16615612e+01)
2598            	3.85432756e+04	2.88168518e+02	(2.49503572e+02 -7.54072163e-16 1.16615511e+01)
2599            	3.85432420e+04	2.88168523e+02	(2.49503340e+02 -7.54072028e-16 1.16615412e+01)
2600            	3.85432082e+04	2.88168530e+02	(2.49503104e+02 -7.54071832e-16 1.16615315e+01)
2601            	3.85431740e+04	2.88168538e+02	(2.49502870e+02 -7.54071678e-16 1.16615223e+01)
2602            	3.85431396e+04	2.88168548e+02	(2.49502634e+02 -7.54071390e-16 1.16615135e+01)
2603            	3.85431048e+04	2.88168559e+02	(2.49502397e+02 -7.54071234e-16 1.16615053e+01)
